G6PD Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
Mira d'Aire/Urayasu,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Utrecht,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Valladolid,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Vancouver,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Vanua Lava,,G6PD Variable,Abnormal/Priority/High Risk
"Mira d'Aire/Viangchan, Jammu",,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Villeurbanne,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Volendam,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Wayne,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/West Virginia,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Wexham,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Wisconsin,,G6PD Variable,Abnormal/Priority/High Risk
Mira d'Aire/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/No name,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Mizushima/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Mizushima/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Mizushima/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
Mizushima/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/No name,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Montalbano/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Montalbano/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Montalbano/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
Montalbano/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Montpellier,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Montpellier,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Mt Sinai,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Munich,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Nara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Montpellier/Nashville, Anaheim, Portici",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/No name,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/North Dallas,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Olomouc,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Omiya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Montpellier/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Pedoplis-Ckaro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Piotrkow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Plymouth,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Praha,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Puerto Limon,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Rehevot,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Riley,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Riverside,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Santiago,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Montpellier/Santiago de Cuba, Morioka",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Montpellier/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Serres,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Shinshu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Stonybrook,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Sugao,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Sumare,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Sunderland,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Suwalki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Swansea,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Montpellier/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Montpellier/Telti, Kobe",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Tenri,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Montpellier/Tokyo, Fukushima",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Tomah,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Tondela,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Torun,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Tsukui,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Montpellier/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Urayasu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Utrecht,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Vancouver,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Montpellier/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Montpellier/Villeurbanne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Volendam,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Wayne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/West Virginia,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Wexham,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Wisconsin,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Montpellier/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Mt Sinai,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Mt Sinai,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Munich,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Nara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Mt Sinai/Nashville, Anaheim, Portici",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/No name,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/North Dallas,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Olomouc,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Omiya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Mt Sinai/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Pedoplis-Ckaro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Piotrkow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Plymouth,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Praha,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Puerto Limon,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Rehevot,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Riley,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Riverside,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Santiago,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Mt Sinai/Santiago de Cuba, Morioka",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Mt Sinai/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Serres,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Shinshu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Mt Sinai/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Mt Sinai/Split,,G6PD Deficient,Abnormal/Priority/High Risk
